Customer Reference ID,Item Purchased,Purchase Amount (USD),Date Purchase,Review Rating,Payment Method
4120,Skirt,139,09/26/2023,2.7,Credit Card
4026,Vest,10,10/15/2022,2.5,Credit Card
4090,T-shirt,86,08/15/2023,1.1,Cash
4072,Polo Shirt,158,05/07/2023,2.7,Credit Card
4062,Overalls,135,12/02/2022,3.7,Cash
4018,Leggings,124,05/19/2023,2.9,Credit Card
4001,Pants,98,01/27/2023,,Credit Card
4113,Cardigan,149,10/15/2022,1.4,Cash
3966,Gloves,92,10/04/2022,4.2,Credit Card
4109,Kimono,188,07/21/2023,,Credit Card
4003,Umbrella,108,08/01/2023,3.3,Cash
4084,Overalls,115,12/22/2022,2.8,Credit Card
4113,Pants,,09/04/2023,4.8,Cash
3979,Loafers,190,07/01/2023,4.1,Cash
4117,Cardigan,107,02/16/2023,2,Credit Card
4034,Pants,179,03/12/2023,3.4,Cash
4046,Poncho,176,12/11/2022,2.8,Cash
4064,Wallet,136,02/17/2023,2.9,Credit Card
3958,Tank Top,42,11/02/2022,3.1,Credit Card
4099,Dress,161,01/07/2023,4.1,Cash
4017,Loafers,35,12/26/2022,3.1,Cash
4006,Leggings,122,09/28/2023,3.7,Credit Card
3987,Blazer,,11/25/2022,2.3,Credit Card
4092,Trench Coat,13,11/03/2022,3.4,Credit Card
3981,Tank Top,114,04/01/2023,4.3,Cash
4115,Shorts,49,09/20/2023,2.8,Cash
4049,Sneakers,,01/27/2023,,Credit Card
4095,Romper,77,03/20/2023,1.5,Credit Card
4086,Sunglasses,187,04/01/2023,2.5,Cash
4013,Onesie,30,10/07/2022,3.7,Cash
4075,Handbag,182,03/13/2023,2.3,Credit Card
4117,Scarf,107,11/19/2022,4.3,Credit Card
4010,Kimono,170,02/17/2023,1.7,Cash
4027,Cardigan,134,01/17/2023,1.1,Cash
3970,Romper,19,12/12/2022,3.5,Cash
4006,Pajamas,70,11/22/2022,2.4,Cash
3985,Sweater,83,07/26/2023,,Credit Card
3995,Trousers,33,08/25/2023,2,Credit Card
4078,Pants,35,11/24/2022,,Cash
4084,Romper,190,03/04/2023,,Cash
4002,Scarf,123,01/31/2023,3.5,Credit Card
3997,Camisole,,09/08/2023,2.1,Credit Card
3968,Gloves,17,10/27/2022,3.8,Credit Card
3970,Tank Top,,06/23/2023,4.3,Cash
4122,Poncho,85,05/16/2023,3.9,Cash
4050,Sweater,120,06/07/2023,2.8,Cash
4029,Jumpsuit,,07/31/2023,,Credit Card
4010,Hat,154,05/26/2023,1.6,Credit Card
4068,Kimono,56,08/24/2023,3.6,Credit Card
4021,Camisole,,12/12/2022,2.5,Cash
4042,Vest,,02/12/2023,1.3,Cash
4114,Blazer,168,05/28/2023,4,Cash
4073,Wallet,137,08/07/2023,1.1,Cash
3968,Coat,46,12/05/2022,2,Credit Card
3983,Jeans,173,04/11/2023,4.5,Cash
3970,Sun Hat,75,09/21/2023,2.7,Cash
4094,Vest,129,02/07/2023,1.8,Credit Card
4002,Trousers,183,12/08/2022,2.2,Credit Card
3997,Belt,28,12/19/2022,4.4,Credit Card
3964,Umbrella,98,11/18/2022,4.2,Cash
4081,Onesie,86,06/15/2023,2.9,Credit Card
4088,Raincoat,118,07/08/2023,2.7,Credit Card
3986,Tunic,126,01/30/2023,4.1,Cash
3975,Vest,60,09/29/2023,3.7,Credit Card
4017,Vest,133,02/09/2023,4.6,Cash
4070,Jacket,,08/19/2023,2.1,Cash
4108,Flannel Shirt,101,09/12/2023,1.1,Cash
4105,Camisole,189,03/15/2023,1.5,Credit Card
4040,Cardigan,178,09/25/2023,3.4,Cash
4064,Cardigan,12,07/05/2023,2.3,Credit Card
4007,Tank Top,185,11/27/2022,1.1,Cash
4040,Socks,22,07/31/2023,1.3,Credit Card
4015,Tank Top,200,01/02/2023,3.8,Cash
3985,Sun Hat,83,10/05/2022,3.4,Cash
4040,Vest,68,03/05/2023,2.3,Credit Card
4015,Skirt,100,07/06/2023,4.7,Credit Card
3982,Blouse,58,06/06/2023,,Credit Card
4017,Leggings,183,06/11/2023,2.4,Credit Card
4062,Tunic,178,10/23/2022,2.8,Credit Card
4008,Slippers,45,05/10/2023,1.8,Credit Card
4053,Sweater,170,06/11/2023,3.7,Cash
4013,Romper,89,08/22/2023,1.1,Cash
3975,Blazer,18,04/15/2023,4.9,Credit Card
4077,Overalls,197,07/23/2023,3.2,Credit Card
4106,Backpack,,01/11/2023,1.8,Credit Card
4081,Coat,93,01/16/2023,2.5,Credit Card
3970,Sunglasses,54,01/30/2023,2.3,Credit Card
4068,Blouse,148,12/28/2022,1.1,Cash
3994,Bowtie,103,07/30/2023,1.7,Credit Card
4012,Tank Top,79,07/30/2023,2.7,Cash
4113,Onesie,75,07/14/2023,1.1,Credit Card
4073,Cardigan,133,05/10/2023,3.2,Credit Card
4002,Pants,85,04/01/2023,1.9,Cash
4056,Scarf,96,11/19/2022,1.5,Cash
4052,Scarf,129,04/03/2023,4.4,Credit Card
3991,Poncho,46,08/14/2023,,Credit Card
4074,Socks,67,10/31/2022,5,Credit Card
4006,Poncho,195,12/25/2022,1.7,Credit Card
4118,Backpack,111,03/25/2023,4.1,Credit Card
4048,T-shirt,152,05/29/2023,2.6,Cash
4026,Swimsuit,111,07/06/2023,4,Cash
4008,Camisole,,09/07/2023,3.4,Cash
4042,Sunglasses,126,02/27/2023,2.5,Credit Card
3989,Skirt,182,05/11/2023,4.5,Credit Card
3965,Umbrella,107,02/19/2023,4,Credit Card
4102,Pants,105,10/31/2022,3.1,Cash
3972,Pajamas,,06/25/2023,4.4,Cash
4028,Belt,16,03/21/2023,2.9,Cash
3991,Umbrella,153,08/23/2023,2.8,Cash
3985,Coat,166,06/16/2023,1.7,Cash
4076,Sweater,26,04/03/2023,3.1,Cash
4074,Skirt,128,06/28/2023,2.9,Credit Card
4064,Raincoat,87,06/30/2023,4.6,Credit Card
4000,Onesie,39,01/08/2023,3.6,Credit Card
4044,Hat,,07/06/2023,2.6,Cash
4013,Sweater,87,12/28/2022,3.5,Cash
4032,Shorts,39,03/15/2023,3.5,Credit Card
4111,Trench Coat,,09/25/2023,3.4,Cash
3997,Backpack,44,05/13/2023,4.8,Credit Card
4120,Trousers,104,09/30/2023,2,Credit Card
4113,Slippers,200,06/03/2023,2.9,Credit Card
4000,Belt,148,12/10/2022,,Cash
4104,Pants,200,04/27/2023,4,Credit Card
4098,Handbag,116,12/29/2022,3.6,Credit Card
4015,Camisole,135,10/11/2022,4.5,Credit Card
3979,Vest,81,06/19/2023,1.6,Cash
4062,Boots,,02/15/2023,4.5,Cash
4090,Dress,123,04/23/2023,4.7,Cash
4082,Shorts,70,06/05/2023,2.3,Credit Card
4012,Boots,35,12/05/2022,4.6,Credit Card
4108,Vest,104,09/04/2023,2.8,Cash
4078,Kimono,175,07/28/2023,3.4,Cash
4075,Blazer,111,12/27/2022,4.2,Cash
4028,Tank Top,41,04/05/2023,3,Credit Card
3960,Loafers,126,03/07/2023,3.4,Credit Card
4066,Hat,,01/20/2023,4.7,Credit Card
4020,Backpack,173,08/24/2023,2.8,Cash
4020,Poncho,15,03/14/2023,1,Credit Card
4040,Pajamas,,04/11/2023,,Credit Card
4068,Jumpsuit,42,11/12/2022,4.5,Cash
4105,Tank Top,62,07/28/2023,4.4,Credit Card
4013,Wallet,,04/20/2023,,Credit Card
4108,Wallet,63,12/27/2022,2,Credit Card
3995,Hoodie,69,07/13/2023,1.5,Credit Card
4103,Jumpsuit,47,12/22/2022,3.6,Credit Card
3958,Overalls,162,12/29/2022,1.1,Cash
4063,Backpack,,01/03/2023,3.9,Credit Card
3968,Pajamas,47,03/30/2023,2.6,Credit Card
3967,Sneakers,148,10/06/2022,4.1,Credit Card
4077,Handbag,54,11/25/2022,3.9,Credit Card
4086,Backpack,,07/02/2023,3.6,Cash
3965,Bowtie,43,01/03/2023,1.5,Credit Card
4065,Swimsuit,,03/31/2023,2,Cash
4092,T-shirt,70,09/06/2023,4,Credit Card
4057,Shorts,14,08/23/2023,1.7,Cash
4079,Shorts,,04/27/2023,2.4,Credit Card
3982,Hoodie,,12/27/2022,4.2,Cash
4072,Shorts,144,03/04/2023,1.4,Credit Card
4083,Kimono,,05/18/2023,1.3,Credit Card
4018,Backpack,,12/29/2022,3,Cash
3978,Wallet,102,07/11/2023,2,Credit Card
4099,Trench Coat,37,04/30/2023,2.8,Cash
3960,Gloves,66,01/06/2023,3.8,Cash
4061,Jeans,21,07/30/2023,3.4,Credit Card
4012,Slippers,178,02/07/2023,1.6,Cash
3990,Sunglasses,127,01/02/2023,1.9,Cash
4048,Sunglasses,17,08/28/2023,2.5,Cash
4032,Onesie,,10/08/2022,4.8,Credit Card
4018,Sneakers,112,11/17/2022,3.5,Credit Card
4122,Tank Top,37,12/27/2022,2.8,Cash
3980,Poncho,123,12/24/2022,4,Credit Card
3961,Skirt,,02/04/2023,1.6,Credit Card
4079,Slippers,,02/19/2023,2.5,Cash
4035,Hat,26,11/15/2022,1.1,Credit Card
3998,Pajamas,,02/26/2023,2.2,Cash
4074,Onesie,159,07/20/2023,2,Credit Card
4103,Backpack,93,07/22/2023,4,Credit Card
4106,Tank Top,162,12/30/2022,2.6,Cash
3963,Belt,126,08/02/2023,1.7,Credit Card
4073,Blazer,120,10/07/2022,1.6,Cash
4075,Sunglasses,,10/08/2022,2.3,Credit Card
3992,Blouse,177,08/08/2023,4.5,Cash
4060,Skirt,151,09/26/2023,1.7,Cash
4004,Leggings,65,09/02/2023,1.7,Cash
4051,Jacket,68,05/03/2023,1.1,Credit Card
4117,Romper,126,04/21/2023,2.4,Credit Card
4075,Polo Shirt,196,12/28/2022,1.9,Credit Card
4119,Hat,,09/22/2023,4.1,Credit Card
3957,Vest,180,05/17/2023,3.6,Cash
4117,Tank Top,49,10/22/2022,2.8,Credit Card
3975,Jeans,131,12/09/2022,4.6,Credit Card
4055,Vest,,04/29/2023,4.4,Credit Card
4042,Sun Hat,33,04/24/2023,3.1,Credit Card
4092,Polo Shirt,200,10/02/2022,1.8,Credit Card
3965,Flannel Shirt,43,02/13/2023,2.6,Cash
4032,Kimono,160,03/26/2023,,Credit Card
4066,Jacket,153,10/28/2022,1.3,Credit Card
4026,Flannel Shirt,41,07/26/2023,3.1,Credit Card
4113,Slippers,180,04/04/2023,4.5,Credit Card
4095,Polo Shirt,118,05/10/2023,1.2,Credit Card
4104,Romper,194,01/09/2023,2,Cash
4010,Backpack,,01/04/2023,4,Credit Card
3977,Shorts,89,11/05/2022,3.6,Cash
4115,Tunic,157,06/03/2023,3.8,Cash
4042,Tunic,49,02/24/2023,1.2,Cash
3971,Scarf,67,08/29/2023,3.2,Cash
4088,Wallet,99,10/22/2022,,Credit Card
4050,Shorts,104,10/11/2022,4.3,Credit Card
3970,Hat,,01/28/2023,,Credit Card
3985,Loafers,67,08/12/2023,3.1,Credit Card
4055,Tank Top,153,11/09/2022,,Cash
4050,Hat,169,10/27/2022,3.3,Cash
4076,T-shirt,174,11/14/2022,2.9,Credit Card
4115,Sun Hat,165,07/23/2023,4.1,Credit Card
3967,Bowtie,187,01/22/2023,3.5,Credit Card
4050,Leggings,56,02/04/2023,1.5,Credit Card
4050,Shorts,89,04/09/2023,,Credit Card
4001,Dress,99,01/12/2023,3.2,Credit Card
4122,Blouse,,07/04/2023,2.9,Credit Card
4100,Sunglasses,154,08/15/2023,3.3,Credit Card
3974,Scarf,27,12/31/2022,1.4,Cash
4100,Backpack,,12/09/2022,4.1,Credit Card
4009,Coat,17,12/23/2022,4.2,Credit Card
3992,Hoodie,,03/03/2023,2.8,Credit Card
4042,Sun Hat,106,05/27/2023,,Credit Card
4018,Sandals,97,11/18/2022,3.4,Cash
4095,Tunic,,11/15/2022,1.7,Cash
3986,Dress,93,08/01/2023,3.1,Cash
4079,Hoodie,155,01/23/2023,2.2,Credit Card
4105,Shorts,23,04/15/2023,2,Credit Card
4010,Trench Coat,,10/04/2022,3.2,Credit Card
4014,Blazer,22,09/22/2023,2.8,Cash
4039,Swimsuit,79,10/25/2022,4.8,Credit Card
4047,Polo Shirt,118,05/04/2023,2.3,Credit Card
4025,Coat,123,10/12/2022,2.9,Credit Card
4085,Belt,65,06/29/2023,1.3,Credit Card
4065,Wallet,39,12/14/2022,2.2,Cash
4027,T-shirt,38,05/26/2023,2.8,Cash
3970,Boots,183,06/07/2023,3.2,Credit Card
3973,Blazer,144,09/04/2023,4.1,Cash
4052,Dress,21,10/21/2022,1.9,Cash
4045,Flannel Shirt,163,03/15/2023,2.3,Cash
4072,Cardigan,,04/24/2023,1.4,Credit Card
4081,Wallet,64,02/22/2023,3.4,Credit Card
4085,Polo Shirt,75,04/24/2023,1.6,Credit Card
4091,Bowtie,40,11/27/2022,4.1,Cash
3988,Blouse,,09/17/2023,4.4,Credit Card
4077,Sunglasses,54,05/04/2023,1.6,Cash
4093,Kimono,,10/30/2022,4.9,Cash
4093,Tank Top,68,06/01/2023,4.2,Cash
4031,Leggings,181,05/13/2023,2.1,Cash
4072,Flannel Shirt,28,12/07/2022,2.9,Cash
4115,Raincoat,199,04/20/2023,2.2,Credit Card
4051,Loafers,,02/23/2023,2.3,Credit Card
3973,Polo Shirt,,01/21/2023,4,Credit Card
4005,Trench Coat,90,09/29/2023,2.7,Credit Card
4074,Scarf,156,06/28/2023,2.7,Credit Card
3979,Tank Top,173,04/01/2023,2.6,Credit Card
3977,Skirt,39,10/07/2022,2.4,Credit Card
4057,Wallet,93,10/09/2022,4.9,Cash
4002,Dress,,07/22/2023,1.1,Credit Card
4030,Boots,127,03/17/2023,1.8,Cash
3976,Dress,102,01/26/2023,2.2,Cash
3984,Socks,,05/27/2023,2.3,Cash
3999,Pants,72,12/29/2022,2.3,Credit Card
4027,Blazer,112,01/12/2023,1.8,Credit Card
3985,Scarf,111,02/17/2023,3,Credit Card
3994,Blouse,200,05/06/2023,1.4,Credit Card
4084,Loafers,95,11/17/2022,2.3,Credit Card
3995,Sun Hat,29,05/17/2023,3.9,Cash
4009,Scarf,39,05/07/2023,4.9,Credit Card
4090,Slippers,59,09/04/2023,,Cash
4117,Raincoat,99,12/16/2022,3.8,Credit Card
3962,Sneakers,175,01/24/2023,2.9,Cash
4032,Blouse,70,09/11/2023,3.4,Cash
4063,Camisole,,11/27/2022,1.4,Credit Card
4095,Flip-Flops,54,01/15/2023,2.1,Credit Card
3990,Belt,177,01/11/2023,4.7,Credit Card
4078,Jacket,,04/30/2023,1.5,Credit Card
4045,Sun Hat,170,11/29/2022,2.3,Credit Card
4064,Sandals,154,10/08/2022,2.7,Cash
4070,Sandals,124,08/27/2023,1.6,Cash
4122,Pajamas,154,08/14/2023,1.8,Credit Card
3962,Backpack,169,02/11/2023,,Credit Card
4031,Coat,170,02/23/2023,3.3,Cash
4005,Vest,122,10/01/2023,2,Cash
3973,Overalls,,11/18/2022,2.2,Cash
3962,Hoodie,87,05/12/2023,,Cash
4016,Sandals,161,03/04/2023,1.3,Cash
4090,Umbrella,,12/11/2022,3.8,Cash
4122,Belt,89,01/12/2023,4.4,Credit Card
4042,Tank Top,19,11/21/2022,2.8,Cash
4062,Pants,,04/19/2023,1.7,Credit Card
4105,Polo Shirt,29,03/29/2023,2.8,Cash
4044,Scarf,33,02/20/2023,3.7,Credit Card
4122,Jacket,139,02/26/2023,2,Credit Card
4040,Handbag,158,11/30/2022,1.1,Cash
4081,Camisole,199,01/10/2023,2.6,Cash
4108,Sneakers,125,05/25/2023,2.9,Cash
4092,Handbag,156,01/01/2023,,Credit Card
4097,Tank Top,92,05/27/2023,4.7,Cash
4070,Backpack,138,05/30/2023,1.1,Cash
4074,Socks,,09/04/2023,1.1,Cash
4034,Romper,,04/18/2023,4.2,Cash
4102,Swimsuit,,06/26/2023,3,Credit Card
3990,Sunglasses,97,04/05/2023,3.5,Cash
4035,Wallet,31,06/03/2023,3.3,Cash
4000,Backpack,54,05/05/2023,4.1,Cash
4023,Trench Coat,,10/18/2022,4.2,Credit Card
4015,Loafers,122,05/06/2023,1.4,Cash
4080,Coat,166,09/21/2023,3.4,Credit Card
4052,Tie,,01/16/2023,4,Credit Card
4030,Pants,82,02/07/2023,2.7,Cash
3969,Leggings,96,08/07/2023,2.8,Cash
3994,Belt,23,02/28/2023,4,Credit Card
4047,Pajamas,175,01/02/2023,1.3,Cash
4029,Jeans,94,08/17/2023,2.4,Cash
4073,Loafers,,10/25/2022,3.8,Credit Card
3999,Boots,82,02/21/2023,2.7,Cash
4115,Jacket,178,05/09/2023,,Credit Card
3998,Sneakers,164,11/06/2022,1,Credit Card
4094,Shorts,95,06/01/2023,1.1,Credit Card
4030,Polo Shirt,,03/18/2023,2.7,Cash
4003,Shorts,99,03/25/2023,1.9,Credit Card
4001,Umbrella,177,11/22/2022,2.3,Cash
3996,Sun Hat,110,06/20/2023,3.7,Credit Card
3998,Tie,,07/10/2023,3.3,Credit Card
4017,Jacket,31,05/15/2023,4.5,Cash
3986,Trousers,106,10/12/2022,1.6,Credit Card
3967,Handbag,94,11/15/2022,1.8,Cash
4038,Hoodie,181,06/12/2023,1.1,Credit Card
4104,Swimsuit,199,08/15/2023,4.4,Cash
3989,Trousers,144,08/13/2023,3.2,Credit Card
4069,Jumpsuit,,07/18/2023,2.3,Cash
4023,Sneakers,140,01/06/2023,1.9,Cash
4051,Pants,102,12/29/2022,2.2,Cash
4004,Gloves,64,03/04/2023,2.1,Credit Card
4009,Sneakers,134,09/24/2023,1.9,Credit Card
4100,T-shirt,,01/03/2023,1.5,Credit Card
3965,Skirt,49,10/23/2022,2.8,Cash
4038,Pajamas,,12/27/2022,2.5,Credit Card
4045,Gloves,35,02/25/2023,4,Cash
3994,Pajamas,148,07/15/2023,2.5,Credit Card
4052,Skirt,144,01/22/2023,2.6,Credit Card
4071,Shorts,,05/17/2023,2.5,Cash
4095,Hat,168,03/08/2023,1.4,Credit Card
3998,Flannel Shirt,,02/15/2023,4.7,Cash
4093,Camisole,51,02/15/2023,1.5,Cash
4034,Blazer,,11/10/2022,1.5,Credit Card
3988,Slippers,169,06/13/2023,3.4,Credit Card
3963,Kimono,52,12/27/2022,2.3,Cash
4060,Skirt,21,01/22/2023,4.9,Credit Card
4084,Flannel Shirt,183,02/16/2023,2.4,Credit Card
3994,Raincoat,123,03/27/2023,1.4,Cash
4074,Tank Top,124,05/09/2023,1,Cash
4038,Sunglasses,71,03/22/2023,2.6,Credit Card
3996,Cardigan,130,01/10/2023,2.4,Cash
3958,Sun Hat,59,06/15/2023,4.3,Credit Card
4096,Sneakers,156,04/19/2023,4.4,Cash
4086,Loafers,128,07/22/2023,5,Credit Card
4041,Skirt,107,02/09/2023,,Credit Card
4122,Sweater,117,05/19/2023,2.6,Credit Card
4032,Coat,61,07/20/2023,4.8,Cash
4078,Leggings,45,10/07/2022,3.6,Credit Card
4031,Tunic,23,12/25/2022,1.6,Credit Card
4103,Pajamas,105,04/03/2023,3.3,Credit Card
3994,Hat,36,03/01/2023,1.6,Credit Card
4101,Raincoat,142,07/03/2023,4,Credit Card
4070,Poncho,82,04/09/2023,,Cash
4043,Umbrella,,01/25/2023,4.5,Cash
3985,Polo Shirt,,04/13/2023,2.5,Cash
4079,Sun Hat,141,12/11/2022,1.6,Credit Card
3967,Loafers,,05/04/2023,4.7,Cash
3992,Vest,66,07/15/2023,4,Cash
4098,Onesie,99,07/19/2023,1.7,Cash
3986,Slippers,116,10/23/2022,1.4,Cash
4035,Blouse,,02/22/2023,3,Cash
3963,Sandals,70,09/19/2023,3.5,Cash
4059,T-shirt,30,05/29/2023,2.1,Cash
4115,Umbrella,17,12/29/2022,4.1,Cash
4013,Trench Coat,35,01/11/2023,4.6,Cash
4071,Romper,176,06/23/2023,,Cash
4048,Pants,47,05/12/2023,4.7,Cash
3980,Wallet,,09/28/2023,,Cash
4040,Blouse,130,02/15/2023,3.4,Credit Card
3971,Pants,45,11/03/2022,1.6,Cash
4112,Pajamas,130,09/01/2023,,Credit Card
4121,Sunglasses,11,10/08/2022,1.4,Cash
4006,Poncho,14,10/03/2022,1.4,Cash
4106,Sneakers,48,08/02/2023,4.9,Cash
4091,Sweater,196,03/24/2023,3.1,Cash
4013,Camisole,118,01/26/2023,3.4,Cash
4028,Handbag,,06/15/2023,2.2,Cash
4007,Swimsuit,87,03/23/2023,4.6,Cash
3962,Romper,,08/18/2023,3.6,Credit Card
3978,Jumpsuit,173,03/11/2023,3.5,Cash
4094,Boots,127,06/05/2023,2.9,Credit Card
4071,Umbrella,,02/16/2023,4.4,Cash
3979,Loafers,137,12/30/2022,1.9,Credit Card
4088,Tie,14,11/17/2022,4.8,Credit Card
4057,Romper,157,04/20/2023,1.3,Credit Card
4006,Overalls,46,02/21/2023,,Cash
4082,Hat,10,01/30/2023,4.5,Cash
4038,Bowtie,71,03/15/2023,1.9,Cash
4111,Raincoat,57,07/31/2023,3.6,Credit Card
4111,Overalls,31,08/06/2023,4.9,Credit Card
4087,Trench Coat,102,10/10/2022,3.1,Cash
3971,Cardigan,,10/18/2022,4.5,Cash
4049,Sneakers,139,07/26/2023,1.5,Credit Card
4058,Belt,139,01/22/2023,3.6,Cash
3994,Flannel Shirt,109,06/03/2023,4.7,Credit Card
4066,Romper,21,07/02/2023,,Cash
4051,Gloves,105,11/10/2022,2.5,Credit Card
4055,Blazer,14,02/13/2023,,Cash
4052,Handbag,27,09/11/2023,1.7,Cash
3960,Hoodie,197,05/08/2023,1.1,Cash
4029,Blazer,36,10/27/2022,1.6,Cash
4045,Tie,198,03/07/2023,3.3,Cash
4046,Jumpsuit,44,06/09/2023,2.4,Cash
4035,Leggings,,08/29/2023,4.3,Credit Card
4071,Hoodie,174,08/23/2023,2.8,Credit Card
4100,Handbag,,04/30/2023,3.5,Credit Card
3979,Hoodie,128,11/19/2022,1.5,Credit Card
4012,Jacket,132,03/01/2023,4.1,Cash
4070,Camisole,44,01/23/2023,2.3,Cash
4063,Boots,,05/23/2023,2,Credit Card
4070,Hoodie,127,06/17/2023,2.9,Credit Card
4030,Coat,,06/26/2023,3.7,Cash
3998,Sunglasses,61,02/13/2023,2.4,Credit Card
4065,Sweater,90,02/20/2023,1.3,Cash
4063,Hoodie,141,01/18/2023,3.6,Credit Card
3992,Poncho,149,05/24/2023,1.5,Cash
4107,Cardigan,19,10/28/2022,2.8,Credit Card
4110,Sun Hat,58,04/22/2023,3.2,Cash
3979,Kimono,22,04/12/2023,4.5,Credit Card
3993,T-shirt,94,11/13/2022,2.7,Cash
4010,Belt,104,07/06/2023,1.3,Credit Card
4034,Umbrella,112,05/21/2023,3,Credit Card
4078,Trench Coat,108,08/31/2023,4.8,Credit Card
4091,Camisole,57,03/30/2023,1.8,Cash
4042,Blouse,137,05/02/2023,1.9,Credit Card
3973,Onesie,142,02/10/2023,,Cash
4108,Kimono,31,05/02/2023,2.4,Cash
4053,Trench Coat,30,05/29/2023,1.6,Cash
3979,Umbrella,56,12/08/2022,3.1,Credit Card
3958,Umbrella,92,09/14/2023,2.5,Credit Card
4061,Polo Shirt,,04/18/2023,4.8,Cash
4120,Tank Top,85,01/29/2023,2.5,Cash
4026,Shorts,164,04/26/2023,1.7,Credit Card
4063,Vest,52,07/12/2023,3.5,Cash
4001,T-shirt,99,11/05/2022,4,Credit Card
4099,Flip-Flops,196,04/08/2023,4.8,Credit Card
4075,Socks,100,09/04/2023,4.4,Credit Card
4102,Poncho,121,03/03/2023,4.8,Credit Card
3992,T-shirt,24,09/22/2023,2.2,Credit Card
4008,Romper,,11/15/2022,4.9,Cash
4004,Belt,103,06/24/2023,2.9,Cash
4054,Tank Top,183,04/10/2023,4.8,Credit Card
4031,Polo Shirt,,06/23/2023,,Credit Card
4098,Poncho,,08/09/2023,3.2,Credit Card
4082,Raincoat,183,07/21/2023,4.7,Credit Card
3967,Boots,18,10/19/2022,4.8,Cash
4034,Poncho,,11/01/2022,,Cash
4106,Wallet,175,12/17/2022,1.6,Credit Card
4034,Flannel Shirt,108,05/21/2023,4.1,Cash
4083,Umbrella,18,06/02/2023,4.8,Cash
4100,Loafers,183,09/23/2023,4.1,Credit Card
4075,Dress,104,12/26/2022,2.6,Credit Card
4014,Loafers,29,07/24/2023,4.3,Cash
3963,Bowtie,145,11/27/2022,,Cash
3957,Coat,90,10/07/2022,2.1,Credit Card
3996,Umbrella,73,06/23/2023,1.5,Cash
4024,Tunic,16,03/08/2023,4.8,Cash
4033,Flannel Shirt,137,03/22/2023,2.8,Cash
4120,Gloves,153,10/22/2022,4,Cash
4119,Hat,,09/24/2023,,Cash
4077,Jacket,190,05/22/2023,2.2,Credit Card
3988,Swimsuit,166,08/30/2023,3.5,Credit Card
4030,Blouse,135,07/16/2023,3.6,Cash
4063,Trench Coat,44,04/17/2023,1.5,Credit Card
4002,Raincoat,125,10/12/2022,2.8,Credit Card
4082,Sweater,,02/27/2023,,Credit Card
4122,Belt,32,01/30/2023,4.6,Cash
4019,Kimono,91,04/06/2023,2.1,Cash
3964,Pajamas,191,04/30/2023,2.5,Credit Card
3987,Coat,,05/09/2023,1.5,Credit Card
4027,Swimsuit,86,10/19/2022,3.3,Cash
4083,Shorts,192,03/23/2023,3.8,Cash
3974,Trousers,189,10/20/2022,4,Cash
4110,Umbrella,102,01/26/2023,1.4,Credit Card
4049,Boots,41,09/28/2023,3.4,Cash
4105,Polo Shirt,45,02/05/2023,2.5,Cash
4080,Jumpsuit,136,05/17/2023,3.7,Cash
4101,Shorts,,02/15/2023,4.9,Cash
4068,Cardigan,104,05/07/2023,3.6,Credit Card
4023,Blazer,151,08/01/2023,2.1,Credit Card
4117,Onesie,,06/19/2023,2.1,Cash
4078,Cardigan,26,02/04/2023,3,Credit Card
3987,Sandals,193,01/18/2023,4.3,Credit Card
4052,Scarf,144,10/15/2022,1.3,Cash
4088,T-shirt,114,04/22/2023,4.2,Credit Card
4104,Poncho,28,06/06/2023,3,Credit Card
3961,Handbag,,08/28/2023,3.7,Cash
4023,Sunglasses,28,05/15/2023,4.1,Credit Card
3998,Vest,184,09/07/2023,3.2,Cash
4105,Scarf,42,01/18/2023,2.5,Credit Card
3971,Blazer,151,10/13/2022,4.7,Credit Card
3994,Backpack,56,04/27/2023,3.4,Cash
4038,Trench Coat,43,05/31/2023,4.2,Cash
4075,Dress,24,09/25/2023,3.3,Credit Card
3991,Overalls,142,12/02/2022,4.1,Credit Card
4048,Flip-Flops,,07/09/2023,3.7,Credit Card
3998,Kimono,,12/10/2022,2.7,Credit Card
3970,Sweater,191,01/03/2023,4,Cash
4026,Raincoat,142,01/03/2023,4.2,Credit Card
4049,T-shirt,30,05/05/2023,3.3,Credit Card
4064,Flip-Flops,172,04/30/2023,4.8,Credit Card
4119,Overalls,80,06/02/2023,3.5,Cash
4048,Trousers,,07/23/2023,3.7,Credit Card
3969,Blazer,146,08/26/2023,,Cash
4031,Raincoat,,02/22/2023,1.1,Cash
4031,Skirt,161,11/12/2022,1.4,Credit Card
4092,T-shirt,49,08/12/2023,4.2,Credit Card
4120,Raincoat,,10/10/2022,4.4,Cash
3976,Camisole,164,06/21/2023,4.3,Credit Card
4088,Hat,154,05/21/2023,4.9,Cash
4006,Vest,,06/19/2023,2.8,Credit Card
4117,Raincoat,30,08/29/2023,,Credit Card
4003,T-shirt,,06/18/2023,5,Credit Card
3981,Skirt,157,05/10/2023,4.2,Cash
4110,Belt,63,03/19/2023,4.1,Credit Card
3999,Kimono,116,01/21/2023,2.3,Cash
4096,Socks,17,06/16/2023,2.4,Credit Card
4039,Hoodie,170,03/19/2023,4.4,Credit Card
4037,Flannel Shirt,174,09/13/2023,2.3,Credit Card
4034,Trench Coat,133,08/04/2023,4,Credit Card
4026,Pants,185,10/25/2022,1.9,Credit Card
4049,Tie,126,04/18/2023,1.4,Cash
